Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI
Date,,,,,,,,,,,,,,,
2021-02-12,925.7252807617188,2804.958740234375,15163.2998046875,942.2301692248576,2853.044205879988,15243.5,913.8453687465834,2797.2228202465326,15081.0,932.027983547643,2799.1567465888947,15186.2001953125,30497029,2777404,571800.0
2021-02-15,921.6443481445312,2760.170166015625,15314.7001953125,934.6578356915304,2820.958258279834,15340.150390625,918.1982839074868,2752.873783564449,15243.400390625,928.6498762091927,2820.958258279834,15270.2998046875,15791099,2630853,456000.0
2021-02-16,933.8416137695312,2732.875,15313.4501953125,942.8648864073879,2784.6085598624745,15431.75,922.7325323956649,2725.1390784021382,15242.2001953125,924.8863449010564,2769.0929345053987,15371.4501953125,21421660,3435770,648500.0
2021-02-17,944.6107177734375,2701.491943359375,15208.900390625,950.3692703869466,2754.016800502436,15314.2998046875,929.8061636594126,2677.273326137925,15170.75,934.0683933136262,2729.622410783274,15279.900390625,23742994,3678426,504800.0
2021-02-18,937.559814453125,2687.646240234375,15118.9501953125,956.014443525895,2723.2926420625936,15250.75,933.6602717704307,2664.482474674808,15078.0498046875,945.4041756996926,2694.3710936582934,15238.7001953125,18646877,4189909,770600.0
2021-02-19,943.2730102539062,2700.392333984375,14981.75,954.4500958860806,2713.842038226488,15144.0498046875,931.0303522839878,2651.4275812648107,14898.2001953125,932.7080785090465,2688.2170336452054,15074.7998046875,23403483,3725028,712200.0
2021-02-22,910.5352783203125,2600.705078125,14675.7001953125,947.6260001116775,2721.622151723607,15010.099609375,904.5727145749872,2587.2551582887345,14635.0498046875,943.1370313830363,2721.622151723607,14999.0498046875,23804335,5366696,609900.0
2021-02-23,917.495361328125,2619.824462890625,14707.7998046875,930.8489262991976,2661.844374070761,14854.5,913.0290610563624,2609.0997695647357,14651.849609375,928.6271101243701,2610.8579230482696,14782.25,25644108,3832829,744100.0
2021-02-24,934.5218505859375,2591.60693359375,14982.0,936.4489240552962,2640.17593679513,15008.7998046875,918.7197282010852,2567.915637260526,14504.5,920.4654582700598,2612.616787592777,14729.150390625,10807663,3774549,403800.0
2021-02-25,972.3153686523438,2633.099609375,15097.349609375,975.7841010050624,2663.515547441728,15176.5,939.9630213818829,2609.496304030678,15065.349609375,941.3233367992898,2614.375224727476,15079.849609375,34855693,4224073,803900.0
2021-02-26,945.7669067382812,2544.3125,14529.150390625,967.576928004242,2612.9244999684947,14919.4501953125,938.9200542247918,2531.7416564902746,14467.75,959.9139702500598,2602.0678136150045,14888.599609375,37481215,5553153,1103600.0
2021-03-01,952.9765014648438,2570.596923828125,14761.5498046875,957.6468737146039,2606.4633083985727,14806.7998046875,935.2019693603648,2550.905684849813,14638.5498046875,956.8306484903325,2572.17930535387,14702.5,17680764,3265871,507300.0
2021-03-02,954.9262084960938,2642.813232421875,14919.099609375,965.8085514456496,2659.2079326718103,14959.099609375,947.2632505723379,2591.519003476528,14760.7998046875,962.1811437745009,2602.0679275069615,14865.2998046875,17150760,3306469,621700.0
2021-03-03,998.5009765625,2689.184326171875,15245.599609375,1006.572077071357,2693.4917172875435,15273.150390625,955.4703590572257,2634.5055693546797,14995.7998046875,961.750393670414,2667.9984862818847,15064.400390625,31924461,3509857,544200.0
2021-03-04,986.598388671875,2680.9208984375,15080.75,992.991762854271,2708.8315912558814,15202.349609375,978.368612759976,2651.340045282069,14980.2001953125,988.480126250495,2657.4495870855635,15026.75,21435754,3916760,534900.0
2021-03-05,987.8906860351562,2644.307373046875,14938.099609375,1002.9673152550806,2692.7883793543356,15092.349609375,976.260181188279,2634.2419852330613,14862.099609375,977.5978286714029,2651.383985179007,14977.9501953125,25511666,3203686,640700.0
2021-03-08,993.5133056640625,2643.340576171875,14956.2001953125,1012.0132716669716,2666.2405752396367,15111.150390625,983.039044773577,2633.7147258219425,14919.900390625,983.2657240329895,2651.296266047723,15002.4501953125,19506841,2003125,0.0
2021-03-09,993.490478515625,2682.01953125,15098.400390625,1003.8060628939456,2696.040764390524,15126.849609375,973.3355160603489,2630.2859862669093,14925.4501953125,997.548696502313,2643.340149003932,15049.900390625,15154484,1942397,675300.0
2021-03-10,989.3643188476562,2699.60205078125,15174.7998046875,1004.3956118787131,2719.161518237553,15218.4501953125,984.0591848216625,2689.9761984848724,15100.849609375,1000.7228083320849,2703.1623563205826,15202.150390625,11519358,3053778,404600.0
2021-03-12,969.2546997070312,2688.173583984375,15030.9501953125,1000.4507422731192,2740.0831259740735,15336.2998046875,963.0426687169551,2673.5810339324644,14953.599609375,995.2816157511662,2703.161890397907,15321.150390625,16864952,2938317,493200.0
2021-03-15,956.2412109375,2695.381591796875,14929.5,974.3784296324053,2724.2593542453787,15048.400390625,943.3637304935054,2673.272893275314,14745.849609375,970.3656071763525,2673.272893275314,15048.400390625,16698099,3097083,467500.0
2021-03-16,952.4777221679688,2733.97314453125,14910.4501953125,963.9948870594851,2761.180531550743,15051.599609375,950.165234013291,2689.9753029434173,14890.650390625,958.553685547253,2689.9753029434173,14996.099609375,13873801,4894756,100.0
2021-03-17,931.9599609375,2736.5224609375,14721.2998046875,953.5659717866566,2773.487688424811,14956.5498046875,922.7779520359184,2712.216069895808,14696.0498046875,951.321487384943,2729.5338423325,14946.5498046875,19210236,3838390,100.0
2021-03-18,910.98876953125,2669.31689453125,14557.849609375,945.3135252330827,2765.9713526955748,14875.2001953125,907.3159659802869,2625.8465865790577,14478.599609375,939.9176595322679,2747.9502770038603,14855.5,20647480,3656306,542200.0
2021-03-19,944.0438842773438,2681.3603515625,14744.0,950.3239190123003,2724.2593477518403,14788.25,899.0635245309819,2641.626118100768,14350.099609375,902.7816639429236,2663.6030408803085,14471.150390625,41787429,5776626,919200.0
2021-03-22,935.1566162109375,2751.203369140625,14736.400390625,940.4164143959771,2759.8183670461376,14763.900390625,921.9164490477823,2653.6258178158228,14597.849609375,939.0561589834671,2680.04212576032,14736.2998046875,18572478,2821646,459000.0
2021-03-23,946.5377807617188,2762.587158203125,14814.75,956.6039587366939,2785.794702569668,14878.599609375,932.2547090305418,2745.225389387804,14707.0,934.9526119187763,2760.3014724104632,14768.5498046875,17421165,3305973,474200.0
2021-03-24,928.3098754882812,2743.6875,14549.400390625,943.0236984833991,2771.114661370174,14752.349609375,925.1812218990748,2734.940511551291,14535.0,943.0236984833991,2734.98450832801,14712.4501953125,16822814,2207104,456400.0
2021-03-25,902.9857177734375,2694.23876953125,14324.900390625,931.3478510950881,2752.2578416304186,14575.599609375,900.0610755416413,2681.1843924615882,14264.400390625,931.3478510950881,2735.862929607131,14570.900390625,22001648,3179786,606800.0
2021-03-26,904.4366455078125,2695.953369140625,14507.2998046875,913.0745041101142,2740.962068326735,14572.900390625,894.937285828174,2675.0752905252434,14414.25,912.3036747318539,2716.9192266843957,14506.2998046875,20180202,3697370,481000.0
2021-03-30,920.1480102539062,2776.6083984375,14845.099609375,929.0352757477536,2802.892712023387,14876.2998046875,903.0309690022071,2690.766409978978,14617.599609375,910.4899154033928,2710.194095407423,14628.5,20441701,4694008,594500.0
2021-03-31,908.2681274414062,2793.574951171875,14690.7001953125,929.4887232737643,2817.441806052853,14813.75,906.40905776399,2753.269184573334,14670.25,915.0243084377211,2773.487955724415,14811.849609375,16250796,3530069,463900.0
2021-04-01,916.7699584960938,2782.278564453125,14867.349609375,920.465429845356,2826.232412232795,14883.2001953125,908.2907755247039,2764.697025341257,14692.4501953125,915.0242884490825,2805.2225588414717,14798.400390625,11723312,4285076,445000.0
2021-04-05,903.5071411132812,2847.24267578125,14637.7998046875,918.1982951252521,2868.4285193103187,14849.849609375,889.677488179083,2769.971886100771,14459.5,918.1756272004715,2787.553427745333,14837.7001953125,14875099,5317862,509700.0
2021-04-06,899.74365234375,2869.9228515625,14683.5,909.1070043382359,2878.9773882568857,14779.099609375,892.8061280725167,2839.4189203266383,14573.900390625,908.6762538058488,2878.9773882568857,14737.0,14009194,2291562,475300.0
2021-04-07,908.15478515625,2875.812744140625,14819.0498046875,928.1284651595439,2881.219197086175,14879.7998046875,903.8245518752842,2843.6386509952085,14649.849609375,906.8625335398098,2864.912273928864,14716.4501953125,24266353,2491268,0.0
2021-04-08,909.288330078125,2916.205810546875,14873.7998046875,916.8379481306634,2931.721431827485,14984.150390625,903.6884533297169,2871.1091231096307,14821.099609375,911.850225266319,2874.5814339058097,14875.650390625,15369188,2578118,514800.0
2021-04-09,898.7234497070312,2920.51318359375,14834.849609375,909.7418004729616,2948.7316374728152,14918.4501953125,897.7938848658578,2907.986337972195,14785.650390625,906.1597285641935,2948.42387471546,14882.650390625,14037885,2911129,504100.0
2021-04-12,866.5751342773438,2853.96728515625,14310.7998046875,889.3600561933767,2934.4468220123777,14652.5,861.632747207554,2824.649983332408,14248.7001953125,888.2718159255257,2920.5133666529578,14644.650390625,20901482,3791828,650200.0
2021-04-13,875.9385375976562,2728.69873046875,14504.7998046875,879.9287521472845,2825.35319397879,14528.900390625,869.6131669055775,2701.44734620822,14274.900390625,872.4017415275625,2825.35319397879,14364.900390625,19411189,8654596,605100.0
2021-04-15,881.6063842773438,2829.704833984375,14581.4501953125,889.1786704861084,2845.791985824758,14597.5498046875,867.4139846330557,2714.1062098015173,14353.2001953125,873.4446120904353,2778.1470543691926,14522.400390625,19723716,6062760,568000.0
2021-04-16,876.0745239257812,2808.782470703125,14617.849609375,884.1456245317884,2854.362693807616,14697.7001953125,873.5126286216039,2797.7502273047353,14559.0,878.1149969863354,2838.5393096103458,14599.599609375,15656948,3224657,577200.0
2021-04-19,862.2902221679688,2779.465576171875,14359.4501953125,868.9556716698464,2803.376426569832,14382.2998046875,856.985088064207,2755.994264254095,14191.400390625,863.3331266419872,2785.794887362746,14306.599609375,18478808,2679106,512300.0
2021-04-20,862.0408325195312,2764.30126953125,14296.400390625,870.1345408290238,2835.330724965426,14526.9501953125,857.1891171314771,2748.302113102314,14207.2998046875,866.2803940149797,2835.0229622074467,14526.7001953125,17203668,3141893,467400.0
2021-04-22,864.4213256835938,2741.66552734375,14406.150390625,868.0714611843059,2767.3345341010545,14424.75,850.9544197704057,2729.753990475635,14151.400390625,858.0052836359382,2767.3345341010545,14219.150390625,14490954,1988980,524600.0
2021-04-23,863.4918212890625,2733.48974609375,14341.349609375,870.0892067348701,2741.8409770273056,14461.150390625,859.4109352555885,2717.270819467524,14273.2998046875,864.2399827290652,2729.533899862066,14326.349609375,11828857,1615309,498100.0
2021-04-26,878.6817626953125,2725.841796875,14485.0,889.6321696188024,2771.7295698556877,14557.5,866.7338471259807,2714.6335659788188,14421.2998046875,870.5880540621903,2726.9406430412923,14449.4501953125,20846778,2490260,452700.0
2021-04-27,901.7161254882812,2753.268798828125,14653.0498046875,905.5929405224553,2756.873099897442,14667.5498046875,878.8631979839778,2727.775569209346,14484.849609375,879.6566953316482,2730.4127998595645,14493.7998046875,19992524,1471417,451800.0
2021-04-28,905.6382446289062,2746.32470703125,14864.5498046875,910.4899602170952,2769.9717939087773,14890.25,897.861946907099,2735.6877888429435,14694.9501953125,905.8876517747103,2769.0487200794746,14710.5,17122437,1639037,457000.0
2021-04-29,917.767578125,2738.54443359375,14894.900390625,927.0402589004967,2775.5536585645473,15044.349609375,910.1726236848527,2729.9734334404593,14814.4501953125,917.2460958998795,2765.2245045336585,14979.0,17412606,1621395,517500.0
2021-04-30,904.3685913085938,2668.5703125,14631.099609375,923.1859662205167,2753.3134737025607,14855.4501953125,901.2172701969537,2654.812841733753,14601.7001953125,910.7166293469361,2724.259932626788,14747.349609375,19828769,3072305,613900.0
2021-05-03,888.2944946289062,2669.757080078125,14634.150390625,897.3404357451366,2685.5804674477026,14673.849609375,881.0622873144365,2640.7475365672335,14416.25,891.4458158814281,2659.1201616100943,14481.0498046875,23640186,1545831,448900.0
2021-05-04,869.0462646484375,2680.965087890625,14496.5,892.2619961748394,2716.3479372348656,14723.400390625,866.507097421783,2667.9987021060897,14461.5,884.1908961551087,2692.4370856948617,14687.25,21849830,1990777,503400.0
2021-05-05,870.6333618164062,2721.3583984375,14617.849609375,878.9764773257763,2724.610940141866,14637.900390625,865.1694924935965,2683.2943245964398,14506.599609375,872.1070167804479,2698.7661643501683,14604.150390625,12393609,1939289,455900.0
2021-05-06,875.5758056640625,2735.2041015625,14724.7998046875,877.3895395810054,2755.027330929211,14743.900390625,864.51205875474,2702.282710681683,14611.5,871.4269155650811,2729.9736363116353,14668.349609375,14624666,1791671,467800.0
2021-05-07,875.9158935546875,2754.06005859375,14823.150390625,886.7529013481309,2777.751353813853,14863.0498046875,873.308662266205,2735.5116639367457,14765.5,878.6364644741296,2754.148052135079,14816.849609375,12288548,1912540,488000.0
2021-05-10,873.3992919921875,2765.136962890625,14942.349609375,882.7399763357812,2781.575661409017,14966.900390625,871.0188000480982,2747.1158827001123,14892.5,879.2032403073009,2765.5325046540484,14928.25,13941237,2137153,522000.0
2021-05-11,876.5507202148438,2745.00537109375,14850.75,878.999216065306,2749.8402936162806,14900.0,866.0537312569095,2717.358233338404,14771.400390625,868.3209436649042,2747.115069619872,14789.7001953125,13478264,2415625,647400.0
2021-05-12,867.4819946289062,2714.238525390625,14696.5,876.4372641804301,2742.7205374319688,14824.0498046875,864.6934200952072,2699.294214770002,14649.7001953125,875.1676804843173,2742.7205374319688,14823.5498046875,13177961,1978558,643800.0
2021-05-14,878.4324340820312,2682.50341796875,14677.7998046875,880.563518938135,2723.8200362366615,14749.650390625,864.2400338075389,2672.3940326478782,14591.900390625,874.2381482108096,2723.8200362366615,14749.400390625,13291616,2043935,620700.0
2021-05-17,888.8839721679688,2698.546630859375,14923.150390625,890.2895633789483,2703.3375576036415,14938.0,875.3036666921718,2668.877781998229,14725.349609375,878.4323799585411,2685.5802450608003,14756.25,11873078,2890462,546400.0
2021-05-18,901.398681640625,2715.29248046875,15108.099609375,908.0414631541172,2746.235941106845,15137.25,894.3931533556103,2705.798408043172,15043.7001953125,898.2473602910601,2725.1380977692766,15067.2001953125,12064918,2098538,583900.0
2021-05-19,905.52490234375,2709.31494140625,15030.150390625,914.3214965481937,2740.961709054084,15133.400390625,894.1664727852633,2696.216781754915,15008.849609375,897.7938805270868,2711.073095164463,15058.599609375,16317002,1986041,569100.0
2021-05-20,900.2424926757812,2689.9755859375,14906.0498046875,911.8049942540358,2715.293046140593,15069.7998046875,898.247415294268,2683.0309635728013,14884.900390625,905.9103738478551,2696.2171184058284,15042.599609375,11422532,2329027,480300.0
2021-05-21,908.018798828125,2707.996337890625,15175.2998046875,911.2154560407943,2714.765186965572,15190.0,900.5145161905418,2685.6678709113507,14985.849609375,903.2350870037179,2690.854338673333,14987.7998046875,10785605,1685566,572900.0
2021-05-24,900.355712890625,2708.875732421875,15197.7001953125,911.3061190300916,2729.5340415933547,15256.25,898.700714595752,2700.5245010546814,15145.4501953125,910.4898938764023,2708.875732421875,15211.349609375,8551760,1652260,579800.0
2021-05-25,890.1536254882812,2750.836181640625,15208.4501953125,905.5022701330101,2763.4243048225067,15293.849609375,888.7253062731775,2722.65653952181,15163.400390625,905.2301950520241,2731.401886201931,15291.75,14780102,1841613,441500.0
2021-05-26,893.2822875976562,2790.146728515625,15301.4501953125,897.5672452840586,2795.88867999112,15319.900390625,891.1285347593667,2741.826041540108,15194.9501953125,895.5267721091835,2756.136708237692,15257.0498046875,7480204,1923753,384000.0
2021-05-27,896.0255737304688,2809.138916015625,15337.849609375,903.6885320706949,2842.4863984305903,15384.5498046875,889.7455387788042,2793.061497428676,15272.5,893.3956745411289,2793.193917714031,15323.9501953125,26819294,5959785,0.0
2021-05-28,949.8478393554688,2776.984375,15435.650390625,954.472815743996,2825.0400036159776,15469.650390625,902.3282518740783,2769.9613544264,15394.75,902.3282518740783,2817.531298165466,15421.2001953125,56469931,1763701,468100.0
2021-05-31,979.5474853515625,2790.72021484375,15582.7998046875,993.7852201877816,2800.6142092520568,15606.349609375,945.4268031702701,2763.733221463764,15374.0,953.1124286476038,2782.6374019909617,15437.75,59124142,1652799,436000.0
2021-06-01,983.447021484375,2785.287353515625,15574.849609375,998.4555855632798,2800.2605487714864,15660.75,973.290112651038,2766.7364386967765,15528.2998046875,982.1320420491826,2799.0681193626156,15629.650390625,28013832,1377441,409600.0
2021-06-02,998.115478515625,2764.484130859375,15576.2001953125,1001.8562854678098,2790.9854410639764,15597.4501953125,978.0511285109794,2751.719376244468,15459.849609375,978.0511285109794,2783.388528206253,15520.349609375,24630162,2240078,428600.0
2021-06-03,1001.9243774414062,2774.908203125,15690.349609375,1020.220331233519,2786.657161213381,15705.099609375,995.7804103170117,2758.4773034623645,15611.0,1007.0707759680465,2786.657161213381,15655.5498046875,23974257,1281706,410200.0
2021-06-04,993.2412719726562,2777.1162109375,15670.25,1005.0077850362732,2788.688534934649,15733.599609375,990.4073013674445,2760.552893576044,15622.349609375,1004.25962351292,2763.203024353877,15712.5,14468646,1836060,414200.0
2021-06-07,1009.9727172851562,2811.9658203125,15751.650390625,1016.5928305525485,2818.3703040112887,15773.4501953125,990.747259262441,2768.150447443102,15678.099609375,998.4556127916534,2778.2208596814926,15725.099609375,16336573,2559821,394000.0
2021-06-08,1004.1688232421875,2826.939208984375,15740.099609375,1009.8593716828784,2854.1914794488234,15778.7998046875,996.7098768905071,2815.4995183950705,15680.0,1009.6100245190582,2825.0400344405252,15773.900390625,9674735,2574057,378200.0
2021-06-09,986.2130126953125,2827.02734375,15635.349609375,1007.0708023507111,2844.474040114054,15800.4501953125,978.4819907883092,2814.615853329523,15566.900390625,1006.1639653966724,2828.57325355441,15766.2998046875,11409161,1710925,457900.0
2021-06-10,989.8403930664062,2841.64697265625,15737.75,1011.151659285564,2848.007243465834,15751.25,987.3691696343178,2820.622558432509,15648.5,994.5560407600096,2835.63996635401,15692.099609375,14155653,1874324,298300.0
2021-06-11,1007.0098876953125,2891.999755859375,15799.349609375,1013.766875641892,2923.0945840947657,15835.5498046875,991.9717457006176,2836.523635396885,15749.7998046875,993.24581569042,2837.00953589567,15796.4501953125,13762778,3452954,363000.0
2021-06-14,1021.4566040039062,2894.252197265625,15811.849609375,1027.5310032039945,2922.8293126007034,15823.0498046875,998.7742213753509,2888.951935490787,15606.5,1007.8517599235836,2896.593059948897,15791.400390625,20332436,1847360,392900.0
2021-06-15,1023.777099609375,2882.23828125,15869.25,1035.1068867541692,2913.377320224504,15901.599609375,1019.3634688990921,2872.3445020711756,15842.400390625,1028.7822714120728,2913.377320224504,15866.9501953125,15174215,1304985,323300.0
2021-06-16,1006.3045654296875,2892.486083984375,15767.5498046875,1022.434740881434,2910.462679751333,15880.849609375,1003.6882448935254,2873.6258953910374,15742.599609375,1021.456501659872,2881.6647137973046,15847.5,10797349,1635552,340200.0
2021-06-17,1008.1473388671875,2930.82421875,15691.400390625,1016.9518526581879,2946.9900619599393,15769.349609375,991.8806822040291,2879.8091939190717,15616.75,1001.0264002407747,2884.6677677124935,15648.2998046875,15745975,2273413,357600.0
2021-06-18,1012.6975708007812,2912.758544921875,15683.349609375,1016.951973026685,2966.37947684618,15761.5,993.905579255041,2893.0591979366404,15450.900390625,1012.6293299435551,2960.1074149131528,15756.5,29369026,3380431,640800.0
2021-06-21,1017.9755859375,2891.381103515625,15746.5,1022.6394327555987,2902.7765795967334,15765.150390625,1001.0947014517697,2872.4767078933537,15505.650390625,1002.6189877915085,2884.2256641458716,15525.849609375,12186448,1130569,351500.0
2021-06-22,1012.7430419921875,2916.2041015625,15772.75,1028.782290874014,2939.03948321946,15895.75,1009.8309507322007,2901.893437333948,15752.099609375,1025.5971158370016,2918.6776002896086,15840.5,12871913,1708688,322200.0
2021-06-23,1003.4607543945312,2881.046142578125,15686.9501953125,1024.0499936427696,2940.762524016195,15862.9501953125,1001.7999261642769,2876.629256840642,15673.9501953125,1023.7770302436452,2940.762524016195,15862.7998046875,16653951,1467104,287500.0
2021-06-24,979.8684692382812,2980.16064453125,15790.4501953125,1007.6696977965144,2988.4643018161614,15821.400390625,973.7258293406423,2896.151408071027,15702.7001953125,1004.1433786288183,2901.0099814260343,15737.2998046875,91461975,4155204,316700.0
2021-06-25,957.5499877929688,2986.52099609375,15860.349609375,979.868355835384,3003.17252309465,15870.7998046875,946.9254774381874,2959.312941438819,15772.2998046875,979.868355835384,2981.618210624291,15839.349609375,55355022,2722861,314600.0
2021-06-28,949.1550903320312,2947.6083984375,15814.7001953125,967.5830690553377,2995.9732923655597,15915.650390625,946.8800342020979,2944.2957344698248,15792.150390625,965.535542609245,2995.9732923655597,15915.349609375,20277042,1355238,255100.0
2021-06-29,949.97412109375,2951.22998046875,15748.4501953125,959.6203929887992,2973.7118807948364,15835.900390625,948.2906059997632,2938.553434922606,15724.0498046875,950.7476377872767,2952.245777697685,15807.5,27144063,1497322,360300.0
2021-06-30,960.3711547851562,2955.55810546875,15721.5,965.8312654969786,2987.5805163850596,15839.099609375,951.4529057551116,2949.1536232854883,15708.75,953.8189497184267,2955.778949681966,15776.900390625,19762858,1693146,262400.0
2021-07-01,954.592529296875,2951.8046875,15680.0,966.0587979305755,2969.913918711656,15755.5498046875,953.2502184775107,2943.721873006973,15667.0498046875,963.715500911565,2966.3804101825526,15755.0498046875,12534407,990310,224900.0
2021-07-02,968.7432861328125,2937.62646484375,15722.2001953125,970.4951021153942,2950.2145890791703,15738.349609375,952.3173409366497,2910.904306379086,15635.9501953125,954.1601447164786,2942.5292511006683,15705.849609375,14086620,1682274,254800.0
2021-07-05,978.3668823242188,2933.695068359375,15834.349609375,979.8911687487861,2980.5140501790215,15845.9501953125,969.8581385815543,2916.9109050655393,15762.0498046875,972.1104477919255,2952.2459856841406,15793.400390625,11702287,1972858,207000.0
2021-07-06,966.8095703125,2881.840576171875,15818.25,977.775345876362,2939.8783968216444,15914.2001953125,964.7165499262375,2876.363682388358,15801.0,975.9780960314433,2926.627742989816,15813.75,10070124,2159420,391400.0
2021-07-07,960.09814453125,2893.015380859375,15879.650390625,968.1518891821571,2899.8615524149545,15893.5498046875,954.6152867923088,2863.554888146933,15779.7001953125,968.1518891821571,2893.059592841762,15819.599609375,10454892,2640710,329300.0
2021-07-08,952.1581420898438,2878.48388671875,15727.900390625,963.2377120648708,2913.377277397096,15885.75,946.880007204719,2854.985972804783,15682.900390625,963.2377120648708,2913.377277397096,15855.400390625,11185460,2485811,307900.0
2021-07-09,942.4208984375,2834.005859375,15689.7998046875,951.7486525291566,2899.2433376238587,15730.849609375,940.1003484340649,2827.68980004082,15632.75,950.0650773140198,2870.9752733935225,15688.25,9037675,6365067,243200.0
2021-07-12,948.29052734375,2820.711181640625,15692.599609375,956.207729408689,2858.6079686286457,15789.2001953125,943.9223909587707,2816.515140895574,15644.75,946.3111816946794,2857.7245916296874,15766.7998046875,8585292,1892226,216300.0
2021-07-13,955.3887329101562,2815.80810546875,15812.349609375,956.9130192420056,2839.173381545403,15820.7998046875,950.0877909959721,2804.7216821427055,15744.599609375,955.525214607773,2839.173381545403,15794.0,6717133,1809339,246700.0
2021-07-14,949.1550903320312,2839.6591796875,15853.9501953125,958.6420731903104,2846.240294279619,15877.349609375,946.9937689554591,2813.5553498698278,15764.2001953125,955.6844881859736,2815.3221036217087,15808.7001953125,8532544,2044279,0.0
2021-07-15,947.4943237304688,2835.58740234375,15924.2001953125,953.2502049164673,2861.172844684802,15952.349609375,945.7425076403309,2827.6639663920655,15855.0,953.2502049164673,2857.4102987057263,15872.150390625,9448356,2232968,284900.0
2021-07-16,961.1674194335938,2828.371826171875,15923.400390625,962.2367066615387,2850.5487547016237,15962.25,949.8831264283724,2825.892929497174,15882.599609375,949.951367281346,2844.4843303491293,15958.349609375,8828185,1256526,276300.0
2021-07-19,955.0474853515625,2819.34228515625,15752.400390625,966.4455126172754,2832.798877430651,15836.900390625,951.9989126340373,2811.7285759823467,15707.5,955.525231478772,2815.2697958513418,15754.5,8354449,1597058,242100.0
2021-07-20,952.7041015625,2838.110107421875,15632.099609375,959.1653183707836,2846.2548681714516,15728.4501953125,948.2450375383125,2794.1545954042767,15578.5498046875,955.2976750301373,2819.3416893105386,15703.9501953125,6741464,1811945,274300.0
2021-07-22,964.9439697265625,2847.4501953125,15824.0498046875,966.4000152300578,2855.0636869502946,15834.7998046875,954.683470529445,2824.122327250977,15726.400390625,964.1704530749702,2824.122327250977,15736.599609375,7972397,2859334,265300.0
2021-07-23,958.1187744140625,2844.351806640625,15856.0498046875,971.200376447822,2869.760012901406,15899.7998046875,956.4579462312084,2838.862743596103,15768.400390625,971.200376447822,2859.5346985379906,15856.7998046875,9937030,1776193,294100.0
2021-07-26,944.99169921875,2830.806396484375,15824.4501953125,965.0804452589716,2854.443991333239,15893.349609375,942.3753787545852,2824.8748975730673,15797.0,959.1653356602167,2832.9753500089523,15849.2998046875,12389668,1259611,267100.0
2021-07-27,935.0496215820312,2817.88134765625,15746.4501953125,948.1084764530683,2841.8288897839234,15881.5498046875,929.1345122097594,2798.581656516541,15701.0,944.9689160871274,2832.975840283039,15860.5,10824523,1121367,311000.0
2021-07-28,927.0186767578125,2831.028076171875,15709.400390625,936.414671001328,2836.9152673506533,15767.5,917.4178997988275,2773.129005543344,15513.4501953125,936.414671001328,2822.3520448513914,15761.5498046875,12897848,1660654,318600.0
2021-07-29,934.25341796875,2829.25732421875,15778.4501953125,943.8769425785124,2855.5065269494357,15817.349609375,929.7715466212894,2824.388147472567,15737.7998046875,934.5946824013536,2833.1968876310666,15762.7001953125,13765738,1731997,401600.0
2021-07-30,926.0859985351562,2804.1591796875,15763.0498046875,940.9421040230186,2853.7805664074917,15862.7998046875,924.1748936428288,2799.6442540307867,15744.849609375,936.4147387774315,2849.7966940486167,15800.599609375,11350608,2999943,400000.0
2021-08-02,943.012451171875,2850.14990234375,15885.150390625,946.1520117827725,2855.0190782580185,15892.900390625,928.7478263645152,2803.7600219069845,15834.650390625,934.7312372274596,2815.268983158892,15874.900390625,10925104,2608669,244800.0
2021-08-03,949.9512939453125,2908.13720703125,16130.75,951.4300863540562,2912.652347277396,16146.900390625,939.2357958963441,2849.751407613745,15914.349609375,950.9750871922383,2858.6487627230126,15951.5498046875,11817299,3804735,341300.0
2021-08-04,957.2315673828125,2898.444091796875,16258.7998046875,961.8954143261994,2926.1098714268387,16290.2001953125,949.6100753022611,2887.15645370785,16176.150390625,952.9771655453944,2921.5063289241934,16195.25,13169800,2929598,427300.0
2021-08-05,971.1094360351562,2907.296875,16294.599609375,980.4598768953389,2934.7856343504254,16349.4501953125,957.4590392491626,2888.307128829039,16210.2998046875,962.0318984025091,2899.373439667464,16288.9501953125,21252078,2534521,418200.0
2021-08-06,950.5428466796875,2930.181884765625,16238.2001953125,976.8880266163,2942.753169760051,16336.75,945.8561927770681,2890.5201863016146,16223.2998046875,969.1528000617284,2897.2042808024594,16304.400390625,16620987,2292362,320100.0
2021-08-09,945.128173828125,2941.6025390625,16258.25,950.8841149123823,2954.262442321804,16320.75,940.2822912594686,2930.3592100944475,16179.0498046875,946.8799898333923,2942.6648617114934,16281.349609375,7494143,1510489,240500.0
2021-08-10,950.0878295898438,2951.517333984375,16280.099609375,961.4404233933778,2965.6822095736366,16359.25,943.581178728171,2935.316430440236,16202.25,947.3350273362742,2935.316430440236,16274.7998046875,11919198,2040777,288000.0
2021-08-11,963.3970336914062,2960.635986328125,16282.25,964.6255496425972,2974.6238440607035,16338.75,947.9721328249349,2945.4974053764813,16162.5498046875,954.1375197102308,2965.770796905761,16327.2998046875,9184963,1929707,277900.0
